,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1849,US,"Both tart and tannic, it's unusually tight in personality, with a mouth-puckering texture, sharp fruit flavors and astringent finish. While there are too many soft and overripe Zins, this one goes pretty far the other way.",Fashauer Vineyard,83,38.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Witching Stick 2012 Fashauer Vineyard Zinfandel (Anderson Valley),Zinfandel,Witching Stick
1850,US,"Toasted sourdough bread and briny lemon show on the nose and palate, with dusty oak and slightly burnt toast on the finish.",Estate Reserve Barrel Fermented,83,25.0,New Jersey,Outer Coastal Plain,,Alexander Peartree,,Heritage 2013 Estate Reserve Barrel Fermented Chardonnay (Outer Coastal Plain),Chardonnay,Heritage
1851,Argentina,"Aromas of blueberry and cinnamon smell odd and forced. A wiry-feeling palate runs on punchy acidity, while short flavors of currant and raspberry are oaky and finish with little structure or character.",,83,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alamos 2013 Red (Mendoza),Red Blend,Alamos
1852,France,"This is soft and lightly flavored. Fruit and some fresh acidity are there along with spice, but the wine seems muted.",,83,21.0,Alsace,Alsace,,Roger Voss,@vossroger,Dopff Au Moulin 2013 Gewurztraminer (Alsace),Gewürztraminer,Dopff Au Moulin
1853,US,"Volatile and sharp, this well-aged (though current) release tastes of vanilla, maple syrup and cut tobacco. After lengthy aging (48 months) in 60% new oak, the wood flavors have taken over.",,83,25.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,EdenVale 2007 Syrah (Rogue Valley),Syrah,EdenVale
1854,Spain,"Prune and raisin aromas announce ripeness, which comes with woodsy, earthy, murky berry scents. This feels snappy at first, then more heavy and baked. Prune and spice cake flavors are clumsy, heavy and lack cohesion on the finish.",Paniza,83,15.0,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Alto Cinco 2012 Paniza Garnacha (Cariñena),Garnacha,Alto Cinco
1855,Argentina,"This is stalky, grassy and peppery smelling, with red-berry aromas. Rawness and sharp acidity keep the pulse up as basic flavors of plum and raisin take over. A modest finish keeps the course without evolving.",,83,25.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Black Box 2013 Malbec (Mendoza),Malbec,Black Box
1856,US,"An overpowering aroma of cured meat on the nose recalls walking into an Italian deli, something one associates more readily with Cal-Ital varieties. Super tannic on the palate, the wine is slightly bitter and perhaps underripe.",Hendry Vineyard,83,55.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Hendry 2011 Hendry Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hendry
1857,US,"This has both a taste of vanilla-sugar on the palate and bristling acidity that demands attention, making for a wine that's slightly off-kilter. The presence of oak is restrained and the finish, in keeping with the theme, quite tart.",,83,,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,White Oak 2012 Chardonnay (Russian River Valley),Chardonnay,White Oak
1858,US,"This GSM blend is soft and muted. It falls flat, with dull fruit and a wash of chocolate.",Cotes du Rogue,83,29.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Merrill Cellars 2012 Cotes du Rogue G-S-M (Oregon),G-S-M,Merrill Cellars
1859,Italy,"The nose is rather closed but reveals whiffs of dark-skinned fruit. The diluted palate offers raw, red cherry alongside fleeting tannins.",Giambattista Valli,83,30.0,Sicily & Sardinia,Cerasuolo di Vittoria,,Kerin O’Keefe,@kerinokeefe,Feudi del Pisciotto 2012 Giambattista Valli  (Cerasuolo di Vittoria),Red Blend,Feudi del Pisciotto
1860,France,"Fresh blackberry fruits give a smooth wine, rich and with an immediately attractive fresh acidity. It does have the density of fruit along with relatively soft tannins. At the back there is a more chocolate character.",,94,180.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Beausejour-Duffau-Lagarrosse 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Beausejour-Duffau-Lagarrosse
1861,France,This wine continues the upward progression of Clerc-Milon. It has weight and density while also showing sweetness and delicious acidity. A very complete wine.,,94,74.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Clerc Milon 2009  Pauillac,Bordeaux-style Red Blend,Château Clerc Milon
1862,France,"There is dense, ripe fruit here, although with an austere, serious edge. The wine has firm yet juicy blackberry fruits along with concentrated tannins. It is firm, dark, with the potential for good red berry fruits.",,94,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Magdelaine 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Magdelaine
1863,US,"So soft and sweet, it's like a melted dessert pastry. Explodes in blackberry and cherry pie filling flavors, with the smoky, buttery toast of oak barrels. Defines deliciousness. The tannins are soft enough to drink this 100% Cabernet now, and it is probably best enjoyed over the next six years before it loses freshness.",Few and Far Between Vineyard,94,300.0,California,Napa Valley,Napa,,,Hundred Acre 2008 Few and Far Between Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hundred Acre
1864,Italy,"Tinata is a sultry blend of Syrah and Grenache, a Rhône-style blend unlike any other wine in the area. These grapes seem perfectly adapted to the little-known region of Capalbio in the southern part of Tuscany and deliver intense aromas of blackberry, leather, chocolate and cured meat. It's plush, rich and extremely long-lasting.",Tinata,94,130.0,Tuscany,Toscana,,,,Monteverro 2008 Tinata Red (Toscana),Red Blend,Monteverro
1865,Italy,"Siepi is a gorgeous 50-50 blend of Sangiovese and Merlot that delivers intense aromas of ripe black fruit, rum cake, leather, moist tobacco and Indian spice. It lasts long on the palate thanks to its fine, silky texture. This vintage is slightly leaner, but brighter than the 2007.",Castello di Fonterutoli Siepi,93,120.0,Tuscany,Toscana,,,,Mazzei 2008 Castello di Fonterutoli Siepi Red (Toscana),Red Blend,Mazzei
1866,US,"Firm and muscular, with mixed berries and cherry fruit, this beautifully defined Cabernet shows excellent penetration and focus. The finish is long, smoky, and carries a hint of gun metal.",,93,30.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Nefarious 2009 Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Nefarious
1867,US,"A stunning Syrah with 4% Viognier that's almost black in color and aching with deep, dark cherry and black licorice surrounded by a lush, dense herb garden. This is a heavy, rich California Syrah, practically a velvet curtain, that will appeal to Rhône aficionados and anyone with a taste for something big, accentuated by a smoky finish.",The Brawler,93,36.0,California,Calaveras County,Sierra Foothills,Virginie Boone,@vboone,Prospect 772 2009 The Brawler Syrah-Viognier (Calaveras County),Syrah-Viognier,Prospect 772
1868,US,"Quilceda's single-vineyard Bordeaux-style blend is 76% Cabernet Sauvignon, 14% Cabernet Franc, 7% Merlot and 3% Petit Verdot, from a vineyard just across the road from Champoux. Dusty and fragrant, it suggests soft leather, toast, caramel and coconut, hiding its fruit at first in a wash of luxurious barrel flavors. That fruit emerges with some hours of decanting, a tart and racy mix of berry and sweet tomato.",Palengat Red Wine,93,85.0,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Quilceda Creek 2008 Palengat Red Wine Red (Horse Heaven Hills),Red Blend,Quilceda Creek
1869,Italy,"Poggio al Merli is a 100% Merlot that shows a perfect marriage between variety and territory. It's an opulent, soft and round wine that is woven tight with blackberry, pipe tobacco, rum cake and a touch of black olive. Velvety tannins drive a long, intense finish.",Poggio ai Merli,93,75.0,Tuscany,Toscana,,,,Castellare di Castellina 2009 Poggio ai Merli Merlot (Toscana),Merlot,Castellare di Castellina
1870,Portugal,"Pitch-black wine, very dense. It is spicy with concentrated black fruits, layered with equally intense acidity. Wood, fruit and sweet berries are all there. Tannins surround this firm wine, promising aging over 5–6 years.",Picos de Couto Grande Escolha,93,,Dão,,,Roger Voss,@vossroger,Castro Pena Alba 2007 Picos de Couto Grande Escolha Red (Dão),Portuguese Red,Castro Pena Alba
1871,France,"With layers of wood, this is a structured wine, driven as much by tannins as fruit. It will need time for the dark plum fruit flavors to come through—St.-Estèphe is always likely to be firmly textured.",,93,45.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château de Pez 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château de Pez
1872,France,"Initially wood dominates, but this is a stage after bottling. Because then the ripe, smooth fruit comes in, pouring through with black fruits, very ripe and juicy. As this wine develops, this rich fruit will be its main character.",,93,90.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Gruaud Larose 2009  Saint-Julien,Bordeaux-style Red Blend,Château Gruaud Larose
1873,US,"The Doyenne Métier generally drinks very well right out of the chute, and this 2009 is no exception. Supple and concentrated, this blend of 51% Grenache, 32% Mourvèdre and 17% Syrah is an absolute riot of mixed berry fruit scents and flavors. Full, lush, dense and quite long in the finish, it's a spicy, brilliant bit of winemaking. Can it age? Undoubtedly. But good luck keeping your hands off it!",Métier,93,36.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Doyenne 2009 Métier Red (Yakima Valley),Rhône-style Red Blend,Doyenne
1874,France,"It's sad that only 5,080 bottles of this wine were produced, as it's truly a stunner. Dark and developed, complex and concentrated, this wine exhibits such superb balance and finesse, with nuanced notes of minerality, scrubland, whole tobacco leaf, black pepper and licorice root all gracing the dark fruit core of the nose and mouth. It's lush and full on the palate, and medium tannins provide a solid structure, making the wine drinkable now or ready to age.",L'Hospitalitas - La Clape,93,75.0,Languedoc-Roussillon,Coteaux du Languedoc,,Lauren Buzzeo,@laurbuzz,Gérard Bertrand 2008 L'Hospitalitas - La Clape Red (Coteaux du Languedoc),Rhône-style Red Blend,Gérard Bertrand
1875,Italy,"One of the nicest Syrahs to come from Italy, Marchesale is a rich, inky wine with intense aromas of cherry, blueberry, cola, chocolate and leather. Balanced softness and freshness characterize the finish.",Marchesale,93,80.0,Tuscany,Toscana,,,,Terre del Marchesato 2008 Marchesale Syrah (Toscana),Syrah,Terre del Marchesato
1876,Italy,"This wonderful Brunello opens with sultry aromas of black fruit, cherry, spice, leather and tobacco. It's a rich and penetrating wine with a soft, lush mouthfeel and a hint of crisp acidity on the close. You'll want to keep this treasure in your cellar for a few more years.",L'Orciaia,93,,Tuscany,Brunello di Montalcino,,,,Argiano 2006 L'Orciaia  (Brunello di Montalcino),Sangiovese Grosso,Argiano
1877,Italy,"This 100% Syrah from sunny coastal Tuscany offers extreme softness and richness with chocolate, cherry liqueur, blueberry and smoked bacon fat. Pair this rich wine with game meat or stew.",,93,,Tuscany,Toscana,,,,Campo al Noce 2008 Syrah (Toscana),Syrah,Campo al Noce
1878,US,"Based on Chardonnay and Pinot Noir, this luxe rosé bubbly is delicious to drink now. It's likeable for the array of strawberry, orange and lime flavors, with that savory sparkling wine yeastiness, and the bubbles are smooth and refined. Will set off many different foods, but sushi is a definite hit.",Etoile Rosé,93,50.0,California,Sonoma-Napa,Napa-Sonoma,,,Chandon NV Etoile Rosé Sparkling (Sonoma-Napa),Sparkling Blend,Chandon
1879,France,"A wine that continues the impressive rise of du Tertre. It is becoming one of the sure values of Margaux, and this 2009 is both ripe and finely balanced. The acidity boosts the rich fruits, sweet tannins and the warm finish.",,93,47.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château du Tertre 2009  Margaux,Bordeaux-style Red Blend,Château du Tertre
1880,France,"Densely rich, very sweet wine. It has some smoky tannins that give structure, along with a dark core of dry raisin and wood flavors. It has concentration and an opaque texture.",,93,270.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château La Conseillante 2009  Pomerol,Bordeaux-style Red Blend,Château La Conseillante
1881,US,"This ups the percentage of Cabernet to 60%, with 25% Syrah, 14% Petit Verdot and just 1% Cabernet Franc. Released almost a full year later than the other Long Shadows reds, it is well-integrated and focused, with high-toned black cherry fruit set in dusty tannins. Scents of sandalwood drift through, along with cocoa and spice. As good or even better than the outstanding 2006.",Red Wine,93,50.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chester Kidder 2007 Red Wine Red (Columbia Valley (WA)),Red Blend,Chester Kidder
1882,US,"A delicious Syrah in the classic mold of Columbia Valley fruit. Solid and sappy, it's a mouthful of bright berry flavors, penetrating into layers of licorice, coffee and chocolate. The liquorous finish is rich and balanced, with a hint of heat.",,93,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2008 Syrah (Columbia Valley (WA)),Syrah,Dunham
1883,US,"The reason why this winery scores so well, year after year, in Chardonnay is because the production team knows how to get maximum ripeness out of the grapes, while maintaining an integrity of structure. The '09 Hyde exhibits this quality. It's fantastically rich in oranges, apricots, pears and pineapples, yet possesses a bracing minerality and fine Carneros acidity.",Hyde Vineyard,93,55.0,California,Carneros,Napa-Sonoma,,,Patz & Hall 2009 Hyde Vineyard Chardonnay (Carneros),Chardonnay,Patz & Hall
